Order_ID,Order_Date,Customer,State,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales,Profit,Payment_Method,Year,Month,Month_Name,Year_Month,Profit_Margin,Discount_Amount
ORD10412,2025-03-31,Customer_104,Kerala,Home & Kitchen,Air Fryer,4,6011,5,22841.8,3204.79,Cash,2025,3,March,2025-03,14.030374138640564,1202.2
ORD10019,2025-03-31,Customer_062,Telangana,Home & Kitchen,Air Fryer,3,7339,5,20916.15,2935.22,Debit Card,2025,3,March,2025-03,14.033270941353928,1100.85
ORD10123,2025-03-31,Customer_053,Kerala,Furniture,Table,3,10040,5,28614.0,4223.61,Net Banking,2025,3,March,2025-03,14.760641643950512,1506.0
ORD10844,2025-03-31,Customer_096,Maharashtra,Clothing,Backpack,2,1288,15,2189.6,312.57,Net Banking,2025,3,March,2025-03,14.275210084033613,386.4
ORD10736,2025-04-01,Customer_124,Maharashtra,Clothing,Jacket,3,4387,5,12502.95,2662.15,Cash,2025,4,April,2025-04,21.29217504668898,658.05
ORD10763,2025-04-02,Customer_079,Andhra Pradesh,Electronics,Mobile,2,32360,20,51776.0,7457.56,UPI,2025,4,April,2025-04,14.40350741656366,12944.0
ORD10508,2025-04-02,Customer_134,Tamil Nadu,Clothing,Backpack,3,2709,0,8127.0,1397.76,Debit Card,2025,4,April,2025-04,17.198966408268735,0.0
ORD10092,2025-04-02,Customer_189,Kerala,Home & Kitchen,Mixer,1,4826,20,3860.8,421.06,Cash,2025,4,April,2025-04,10.906029838375465,965.2
ORD10185,2025-04-03,Customer_106,Karnataka,Electronics,Headphones,4,11461,5,43551.8,5487.94,Credit Card,2025,4,April,2025-04,12.600948755275326,2292.2
ORD10870,2025-04-03,Customer_136,Andhra Pradesh,Furniture,Bookshelf,1,10468,0,10468.0,1898.15,UPI,2025,4,April,2025-04,18.13288116163546,0.0
ORD10662,2025-04-03,Customer_172,Telangana,Clothing,Jeans,3,2669,15,6805.95,1221.13,Cash,2025,4,April,2025-04,17.942094784710438,1201.05
ORD10065,2025-04-04,Customer_045,Delhi,Clothing,Jeans,4,1464,0,5856.0,739.26,Cash,2025,4,April,2025-04,12.623975409836067,0.0
ORD10503,2025-04-05,Customer_178,Karnataka,Electronics,Mobile,4,13307,0,53228.0,9972.16,UPI,2025,4,April,2025-04,18.734801232434055,0.0
ORD10589,2025-04-06,Customer_166,Delhi,Home & Kitchen,Bottle,5,841,5,3994.75,510.14,UPI,2025,4,April,2025-04,12.770260967519869,210.25
ORD10023,2025-04-07,Customer_114,Karnataka,Furniture,Office Chair,2,16116,5,30620.4,2814.58,Credit Card,2025,4,April,2025-04,9.191845958903214,1611.6
ORD10788,2025-04-07,Customer_002,Andhra Pradesh,Home & Kitchen,Mixer,2,3174,0,6348.0,656.01,Cash,2025,4,April,2025-04,10.334120982986768,0.0
ORD10365,2025-04-09,Customer_027,Karnataka,Clothing,Shoes,5,5818,10,26181.0,4700.8,Cash,2025,4,April,2025-04,17.95500553836752,2909.0
ORD10989,2025-04-09,Customer_020,Delhi,Furniture,Desk,4,15171,0,60684.0,5756.84,Cash,2025,4,April,2025-04,9.486586250082395,0.0
ORD10046,2025-04-11,Customer_106,Delhi,Home & Kitchen,Dinner Set,3,2547,10,6876.9,1342.13,Credit Card,2025,4,April,2025-04,19.51649725893935,764.1
ORD10392,2025-04-11,Customer_147,Kerala,Clothing,Backpack,5,3407,10,15331.5,3056.46,UPI,2025,4,April,2025-04,19.93581841307113,1703.5
ORD10984,2025-04-11,Customer_125,Tamil Nadu,Electronics,Laptop,4,47176,5,179268.8,38613.58,Cash,2025,4,April,2025-04,21.539487071927745,9435.2
ORD10071,2025-04-11,Customer_030,Delhi,Furniture,Office Chair,1,7504,15,6378.4,885.24,Credit Card,2025,4,April,2025-04,13.878715665370628,1125.6
ORD10379,2025-04-11,Customer_148,Tamil Nadu,Furniture,Table,3,15897,15,40537.35,8275.2,Net Banking,2025,4,April,2025-04,20.413766563428545,7153.65
ORD10793,2025-04-12,Customer_200,Andhra Pradesh,Electronics,Keyboard,5,2864,0,14320.0,3122.2,UPI,2025,4,April,2025-04,21.803072625698324,0.0
ORD10903,2025-04-13,Customer_135,Maharashtra,Furniture,Table,4,6645,15,22593.0,4889.31,Cash,2025,4,April,2025-04,21.640817952463152,3987.0
ORD10934,2025-04-13,Customer_155,Karnataka,Electronics,Mobile,1,42873,5,40729.35,3730.47,Debit Card,2025,4,April,2025-04,9.159169002206026,2143.65
ORD10590,2025-04-13,Customer_023,Andhra Pradesh,Electronics,Monitor,5,19886,0,99430.0,13869.43,Cash,2025,4,April,2025-04,13.948938952026552,0.0
ORD10017,2025-04-13,Customer_146,Maharashtra,Home & Kitchen,Cookware Set,4,3785,5,14383.0,1774.97,Net Banking,2025,4,April,2025-04,12.340749495932698,757.0
ORD10910,2025-04-15,Customer_103,Telangana,Furniture,Bookshelf,5,3492,0,17460.0,1426.22,UPI,2025,4,April,2025-04,8.168499427262315,0.0
ORD10398,2025-04-15,Customer_035,Karnataka,Furniture,Desk,3,16135,10,43564.5,6538.49,UPI,2025,4,April,2025-04,15.008757130232183,4840.5
ORD10377,2025-04-15,Customer_061,Kerala,Home & Kitchen,Mixer,5,6520,0,32600.0,7096.6,UPI,2025,4,April,2025-04,21.76871165644172,0.0
ORD10204,2025-04-16,Customer_161,Kerala,Electronics,Mobile,4,25615,0,102460.0,24472.94,UPI,2025,4,April,2025-04,23.885360140542648,0.0
ORD10082,2025-04-17,Customer_174,Kerala,Home & Kitchen,Bottle,2,489,10,880.2,173.37,Cash,2025,4,April,2025-04,19.69665985003408,97.8
ORD10700,2025-04-17,Customer_118,Delhi,Clothing,T-Shirt,2,636,0,1272.0,104.76,UPI,2025,4,April,2025-04,8.235849056603774,0.0
ORD10637,2025-04-18,Customer_115,Karnataka,Electronics,Laptop,5,60717,20,242868.0,42975.2,Net Banking,2025,4,April,2025-04,17.694879523033087,60717.0
ORD10316,2025-04-18,Customer_181,Tamil Nadu,Home & Kitchen,Mixer,5,6244,0,31220.0,5410.69,UPI,2025,4,April,2025-04,17.330845611787314,0.0
ORD10532,2025-04-19,Customer_046,Telangana,Home & Kitchen,Cookware Set,3,3110,0,9330.0,976.9,Credit Card,2025,4,April,2025-04,10.470525187566988,0.0
ORD10962,2025-04-19,Customer_071,Maharashtra,Electronics,Headphones,5,7217,0,36085.0,4401.77,Debit Card,2025,4,April,2025-04,12.198337259248996,0.0
ORD10585,2025-04-19,Customer_084,Tamil Nadu,Furniture,Table,5,11537,20,46148.0,7982.58,Net Banking,2025,4,April,2025-04,17.297781052266618,11537.0
ORD10263,2025-04-20,Customer_073,Maharashtra,Electronics,Laptop,5,62543,10,281443.5,50116.59,Credit Card,2025,4,April,2025-04,17.806980797211516,31271.5
ORD10797,2025-04-21,Customer_111,Kerala,Electronics,Mobile,1,36087,5,34282.65,3510.09,Net Banking,2025,4,April,2025-04,10.238677581808874,1804.35
ORD10305,2025-04-22,Customer_066,Karnataka,Furniture,Office Chair,4,13365,0,53460.0,4277.08,UPI,2025,4,April,2025-04,8.00052375607931,0.0
ORD10955,2025-04-22,Customer_141,Tamil Nadu,Clothing,Shoes,1,5782,20,4625.6,425.51,Debit Card,2025,4,April,2025-04,9.19902282947077,1156.4
ORD10225,2025-04-22,Customer_070,Karnataka,Furniture,Office Chair,5,5526,10,24867.0,4849.12,Credit Card,2025,4,April,2025-04,19.500221176659828,2763.0
ORD10817,2025-04-24,Customer_163,Kerala,Electronics,Keyboard,4,4262,0,17048.0,3765.57,Net Banking,2025,4,April,2025-04,22.0880455185359,0.0
ORD10440,2025-04-24,Customer_007,Maharashtra,Clothing,Jacket,5,2710,5,12872.5,2937.83,Net Banking,2025,4,April,2025-04,22.822528646339094,677.5
ORD10036,2025-04-24,Customer_172,Kerala,Electronics,Laptop,2,62071,0,124142.0,30151.62,Net Banking,2025,4,April,2025-04,24.288008893041837,0.0
ORD10927,2025-04-25,Customer_130,Kerala,Electronics,Keyboard,5,3543,10,15943.5,3494.94,Cash,2025,4,April,2025-04,21.920782764135854,1771.5
ORD10722,2025-04-26,Customer_103,Maharashtra,Clothing,Shoes,1,1734,10,1560.6,161.49,UPI,2025,4,April,2025-04,10.347943098808152,173.4
ORD10049,2025-04-27,Customer_058,Kerala,Furniture,Desk,3,16102,15,41060.1,9039.8,Net Banking,2025,4,April,2025-04,22.01602041884944,7245.9
ORD10720,2025-04-27,Customer_167,Telangana,Home & Kitchen,Mixer,3,6296,5,17943.6,2216.98,Net Banking,2025,4,April,2025-04,12.355268730912416,944.4
ORD10908,2025-04-27,Customer_093,Telangana,Clothing,Shoes,3,3257,0,9771.0,2212.6,Debit Card,2025,4,April,2025-04,22.644560433937162,0.0
ORD10063,2025-04-27,Customer_069,Maharashtra,Electronics,Keyboard,4,1026,0,4104.0,555.21,Net Banking,2025,4,April,2025-04,13.528508771929825,0.0
ORD10468,2025-04-27,Customer_151,Kerala,Electronics,Laptop,4,66300,0,265200.0,64989.87,Net Banking,2025,4,April,2025-04,24.505984162895928,0.0
ORD10110,2025-04-28,Customer_162,Maharashtra,Clothing,Backpack,1,955,10,859.5,204.13,UPI,2025,4,April,2025-04,23.74985456660849,95.5
ORD10545,2025-04-28,Customer_091,Delhi,Electronics,Headphones,1,4802,15,4081.7,702.12,Cash,2025,4,April,2025-04,17.201656172673154,720.3
ORD10646,2025-04-29,Customer_043,Maharashtra,Electronics,Mobile,1,48469,15,41198.65,7269.77,Cash,2025,4,April,2025-04,17.64565101040932,7270.35
ORD10197,2025-04-29,Customer_097,Delhi,Furniture,Sofa,3,24885,5,70922.25,13141.63,Net Banking,2025,4,April,2025-04,18.52962927713094,3732.75
ORD10252,2025-04-30,Customer_034,Telangana,Electronics,Mobile,1,31835,0,31835.0,3946.28,Cash,2025,4,April,2025-04,12.396042092037067,0.0
ORD10056,2025-04-30,Customer_052,Kerala,Home & Kitchen,Air Fryer,5,7711,0,38555.0,9082.03,UPI,2025,4,April,2025-04,23.55603683050188,0.0
ORD10711,2025-04-30,Customer_063,Maharashtra,Clothing,Jeans,2,3195,5,6070.5,1186.43,Credit Card,2025,4,April,2025-04,19.54418911127584,319.5
ORD10128,2025-05-01,Customer_049,Delhi,Electronics,Monitor,1,20565,5,19536.75,2464.63,UPI,2025,5,May,2025-05,12.615353116562378,1028.25
ORD10207,2025-05-01,Customer_193,Andhra Pradesh,Home & Kitchen,Dinner Set,4,2986,0,11944.0,2084.85,Credit Card,2025,5,May,2025-05,17.455207635632952,0.0
ORD10638,2025-05-02,Customer_163,Telangana,Clothing,Jeans,3,3569,5,10171.65,1177.05,Cash,2025,5,May,2025-05,11.571868870832166,535.35
ORD10799,2025-05-03,Customer_127,Karnataka,Electronics,Keyboard,4,1539,0,6156.0,1268.97,Credit Card,2025,5,May,2025-05,20.6135477582846,0.0
ORD10994,2025-05-03,Customer_136,Maharashtra,Home & Kitchen,Mixer,3,6196,5,17658.6,4281.51,UPI,2025,5,May,2025-05,24.246033094356296,929.4
ORD10833,2025-05-03,Customer_039,Tamil Nadu,Clothing,Backpack,1,3007,5,2856.65,535.15,UPI,2025,5,May,2025-05,18.73348152556316,150.35
ORD10163,2025-05-03,Customer_026,Kerala,Home & Kitchen,Dinner Set,3,3331,0,9993.0,895.73,Credit Card,2025,5,May,2025-05,8.963574502151506,0.0
ORD10893,2025-05-05,Customer_012,Andhra Pradesh,Electronics,Mobile,4,46464,5,176563.2,32774.76,Cash,2025,5,May,2025-05,18.562622335798174,9292.8
ORD10021,2025-05-06,Customer_029,Telangana,Furniture,Table,4,6822,10,24559.2,4786.34,Credit Card,2025,5,May,2025-05,19.48898986937685,2728.8
ORD10808,2025-05-06,Customer_017,Delhi,Electronics,Monitor,2,19343,0,38686.0,5616.34,Credit Card,2025,5,May,2025-05,14.51775836219821,0.0
ORD10509,2025-05-07,Customer_027,Andhra Pradesh,Home & Kitchen,Mixer,1,6230,0,6230.0,1139.25,UPI,2025,5,May,2025-05,18.286516853932586,0.0
ORD10481,2025-05-08,Customer_101,Kerala,Home & Kitchen,Air Fryer,2,5556,5,10556.4,2607.73,Credit Card,2025,5,May,2025-05,24.702834299571823,555.6
ORD10769,2025-05-08,Customer_068,Karnataka,Home & Kitchen,Dinner Set,2,3535,0,7070.0,946.53,Debit Card,2025,5,May,2025-05,13.387977369165489,0.0
ORD10107,2025-05-09,Customer_056,Karnataka,Furniture,Desk,2,10578,5,20098.2,2070.68,UPI,2025,5,May,2025-05,10.302813187250598,1057.8
ORD10891,2025-05-09,Customer_132,Telangana,Clothing,Jacket,4,3852,10,13867.2,1931.72,Debit Card,2025,5,May,2025-05,13.930137302411444,1540.8
ORD10238,2025-05-09,Customer_104,Tamil Nadu,Furniture,Sofa,5,36909,10,166090.5,19462.71,Net Banking,2025,5,May,2025-05,11.718135594751054,18454.5
ORD10001,2025-05-10,Customer_012,Karnataka,Clothing,T-Shirt,2,1100,0,2200.0,386.26,UPI,2025,5,May,2025-05,17.55727272727273,0.0
ORD10146,2025-05-10,Customer_124,Andhra Pradesh,Clothing,T-Shirt,4,1201,5,4563.8,948.9,Cash,2025,5,May,2025-05,20.791883956352162,240.2
ORD10058,2025-05-10,Customer_008,Delhi,Electronics,Headphones,4,9004,5,34215.2,7647.65,UPI,2025,5,May,2025-05,22.351615656199584,1800.8
ORD10034,2025-05-10,Customer_185,Maharashtra,Furniture,Office Chair,5,5612,0,28060.0,4641.48,Debit Card,2025,5,May,2025-05,16.54126870990734,0.0
ORD10096,2025-05-11,Customer_031,Karnataka,Furniture,Office Chair,2,11980,0,23960.0,2259.47,UPI,2025,5,May,2025-05,9.430175292153589,0.0
ORD10208,2025-05-12,Customer_166,Andhra Pradesh,Home & Kitchen,Dinner Set,1,4755,10,4279.5,909.47,UPI,2025,5,May,2025-05,21.25178175020446,475.5
ORD10416,2025-05-12,Customer_016,Delhi,Electronics,Laptop,2,53767,5,102157.3,15376.75,Debit Card,2025,5,May,2025-05,15.052032502816735,5376.7
ORD10078,2025-05-12,Customer_154,Delhi,Home & Kitchen,Dinner Set,4,4348,5,16522.4,4103.45,Cash,2025,5,May,2025-05,24.835677625526554,869.6
ORD10746,2025-05-13,Customer_106,Andhra Pradesh,Furniture,Desk,2,15083,5,28657.7,4750.23,UPI,2025,5,May,2025-05,16.575754509259287,1508.3
ORD10631,2025-05-13,Customer_069,Karnataka,Electronics,Laptop,3,60271,5,171772.35,24190.34,UPI,2025,5,May,2025-05,14.082790390886544,9040.65
ORD10117,2025-05-14,Customer_141,Andhra Pradesh,Electronics,Keyboard,1,4630,20,3704.0,663.58,Debit Card,2025,5,May,2025-05,17.915226781857452,926.0
ORD10156,2025-05-14,Customer_019,Delhi,Furniture,Office Chair,4,9088,0,36352.0,7605.83,Cash,2025,5,May,2025-05,20.922727772887324,0.0
ORD10237,2025-05-15,Customer_199,Tamil Nadu,Furniture,Bookshelf,3,3771,5,10747.35,2224.74,Net Banking,2025,5,May,2025-05,20.700358693073174,565.65
ORD10628,2025-05-15,Customer_050,Tamil Nadu,Furniture,Office Chair,4,10242,15,34822.8,6747.52,UPI,2025,5,May,2025-05,19.37673018826746,6145.2
ORD10667,2025-05-18,Customer_088,Tamil Nadu,Furniture,Table,4,12851,15,43693.4,8142.96,UPI,2025,5,May,2025-05,18.636590423267588,7710.6
ORD10288,2025-05-19,Customer_139,Delhi,Electronics,Headphones,4,11366,0,45464.0,8223.91,Debit Card,2025,5,May,2025-05,18.08883952137955,0.0
ORD10301,2025-05-20,Customer_160,Kerala,Electronics,Headphones,5,7048,10,31716.0,4704.9,UPI,2025,5,May,2025-05,14.834468407113127,3524.0
ORD10136,2025-05-20,Customer_100,Telangana,Electronics,Laptop,4,66125,10,238050.0,28121.84,Cash,2025,5,May,2025-05,11.813417349296367,26450.0
ORD10630,2025-05-20,Customer_141,Andhra Pradesh,Clothing,T-Shirt,4,1589,20,5084.8,768.45,Debit Card,2025,5,May,2025-05,15.112688797986154,1271.2
ORD10997,2025-05-20,Customer_181,Telangana,Electronics,Mobile,2,32313,5,61394.7,5361.42,Credit Card,2025,5,May,2025-05,8.732708197938912,3231.3
ORD10688,2025-05-21,Customer_151,Kerala,Electronics,Monitor,5,20989,0,104945.0,18299.55,Credit Card,2025,5,May,2025-05,17.43727666873124,0.0
ORD10176,2025-05-23,Customer_111,Telangana,Furniture,Table,1,4285,10,3856.5,749.34,UPI,2025,5,May,2025-05,19.430571761960326,428.5
ORD10340,2025-05-23,Customer_194,Tamil Nadu,Home & Kitchen,Dinner Set,1,1209,5,1148.55,116.94,Net Banking,2025,5,May,2025-05,10.181533237560403,60.45
ORD10351,2025-05-24,Customer_159,Maharashtra,Home & Kitchen,Air Fryer,2,7421,15,12615.7,1619.5,Net Banking,2025,5,May,2025-05,12.837179070523236,2226.3
ORD10112,2025-05-24,Customer_071,Tamil Nadu,Clothing,Jacket,4,3758,0,15032.0,1331.92,Cash,2025,5,May,2025-05,8.860564129856307,0.0
ORD10489,2025-05-25,Customer_011,Maharashtra,Electronics,Headphones,3,7626,10,20590.2,1838.21,UPI,2025,5,May,2025-05,8.927596623636488,2287.8
ORD10452,2025-05-25,Customer_033,Andhra Pradesh,Furniture,Office Chair,2,11344,5,21553.6,3310.01,Cash,2025,5,May,2025-05,15.35710971717022,1134.4
ORD10567,2025-05-26,Customer_011,Telangana,Furniture,Desk,3,7137,5,20340.45,3846.57,Debit Card,2025,5,May,2025-05,18.910938548557183,1070.55
ORD10591,2025-05-26,Customer_059,Karnataka,Electronics,Monitor,4,21866,5,83090.8,17699.37,Net Banking,2025,5,May,2025-05,21.301239126353337,4373.2
ORD10778,2025-05-27,Customer_003,Andhra Pradesh,Home & Kitchen,Air Fryer,4,10708,0,42832.0,10307.7,Debit Card,2025,5,May,2025-05,24.065418378782223,0.0
ORD10496,2025-05-27,Customer_007,Telangana,Clothing,Jeans,2,2437,10,4386.6,962.78,Debit Card,2025,5,May,2025-05,21.94820589978571,487.4
ORD10118,2025-05-28,Customer_003,Tamil Nadu,Furniture,Sofa,4,40215,15,136731.0,11201.2,Credit Card,2025,5,May,2025-05,8.192143698210355,24129.0
ORD10841,2025-05-29,Customer_092,Delhi,Clothing,Jeans,4,1815,5,6897.0,564.32,UPI,2025,5,May,2025-05,8.182108162969408,363.0
ORD10189,2025-05-29,Customer_026,Kerala,Clothing,Jeans,2,2187,0,4374.0,1084.89,Credit Card,2025,5,May,2025-05,24.803155006858713,0.0
ORD10618,2025-05-30,Customer_025,Telangana,Home & Kitchen,Air Fryer,1,7426,0,7426.0,1446.79,Cash,2025,5,May,2025-05,19.48276326420684,0.0
ORD10415,2025-05-30,Customer_178,Kerala,Clothing,Jacket,3,4728,5,13474.8,3101.31,Credit Card,2025,5,May,2025-05,23.01562917445899,709.2
ORD10323,2025-05-31,Customer_149,Kerala,Home & Kitchen,Dinner Set,4,2136,5,8116.8,782.7,UPI,2025,5,May,2025-05,9.642962743938497,427.2
ORD10449,2025-05-31,Customer_014,Karnataka,Clothing,Jeans,5,3893,0,19465.0,2537.76,Net Banking,2025,5,May,2025-05,13.037554585152838,0.0
ORD10676,2025-06-01,Customer_168,Maharashtra,Electronics,Headphones,4,2228,0,8912.0,2062.34,Net Banking,2025,6,June,2025-06,23.14115798922801,0.0
ORD10068,2025-06-01,Customer_033,Telangana,Electronics,Monitor,4,9645,0,38580.0,9420.35,Cash,2025,6,June,2025-06,24.41770347330223,0.0
ORD10528,2025-06-02,Customer_121,Kerala,Furniture,Office Chair,5,5882,15,24998.5,4174.51,Credit Card,2025,6,June,2025-06,16.69904194251655,4411.5
ORD10776,2025-06-03,Customer_030,Delhi,Electronics,Laptop,5,55293,0,276465.0,29011.73,UPI,2025,6,June,2025-06,10.49381657714358,0.0
ORD10003,2025-06-03,Customer_133,Telangana,Electronics,Laptop,2,58489,5,111129.1,10183.49,UPI,2025,6,June,2025-06,9.163657403866313,5848.9
ORD10091,2025-06-03,Customer_130,Tamil Nadu,Home & Kitchen,Mixer,5,3598,5,17090.5,1832.76,Debit Card,2025,6,June,2025-06,10.723852432638015,899.5
ORD10090,2025-06-03,Customer_137,Maharashtra,Furniture,Sofa,2,20433,10,36779.4,5550.85,UPI,2025,6,June,2025-06,15.092279917562548,4086.6
ORD10187,2025-06-03,Customer_197,Delhi,Furniture,Office Chair,2,10827,0,21654.0,5386.19,UPI,2025,6,June,2025-06,24.87388011452849,0.0
ORD10843,2025-06-04,Customer_034,Maharashtra,Electronics,Mobile,1,40572,0,40572.0,9975.94,Debit Card,2025,6,June,2025-06,24.588238193828257,0.0
ORD10171,2025-06-04,Customer_167,Kerala,Home & Kitchen,Cookware Set,5,5993,5,28466.75,6611.89,Net Banking,2025,6,June,2025-06,23.226711865597586,1498.25
ORD10086,2025-06-04,Customer_141,Karnataka,Clothing,Jeans,5,2915,0,14575.0,2709.03,UPI,2025,6,June,2025-06,18.586826758147517,0.0
ORD10515,2025-06-05,Customer_181,Delhi,Furniture,Desk,2,7708,0,15416.0,2817.14,Credit Card,2025,6,June,2025-06,18.274130773222623,0.0
ORD10077,2025-06-06,Customer_137,Maharashtra,Home & Kitchen,Dinner Set,2,1985,0,3970.0,497.08,Debit Card,2025,6,June,2025-06,12.520906801007555,0.0
ORD10115,2025-06-06,Customer_055,Karnataka,Clothing,T-Shirt,5,623,0,3115.0,457.26,Credit Card,2025,6,June,2025-06,14.679293739967896,0.0
ORD10609,2025-06-07,Customer_108,Telangana,Home & Kitchen,Air Fryer,4,7606,0,30424.0,2742.27,UPI,2025,6,June,2025-06,9.013509071785432,0.0
ORD10619,2025-06-08,Customer_021,Andhra Pradesh,Clothing,Jeans,1,2109,10,1898.1,279.63,Net Banking,2025,6,June,2025-06,14.732100521574207,210.9
ORD10873,2025-06-08,Customer_195,Delhi,Furniture,Office Chair,5,13652,0,68260.0,16144.69,Net Banking,2025,6,June,2025-06,23.651757984178143,0.0
ORD10293,2025-06-10,Customer_143,Telangana,Electronics,Mobile,5,20210,0,101050.0,17645.18,Credit Card,2025,6,June,2025-06,17.461830776843147,0.0
ORD10126,2025-06-10,Customer_188,Kerala,Home & Kitchen,Cookware Set,2,2836,10,5104.8,647.24,UPI,2025,6,June,2025-06,12.679047171289767,567.2
ORD10723,2025-06-11,Customer_053,Karnataka,Home & Kitchen,Air Fryer,4,11180,15,38012.0,8592.57,UPI,2025,6,June,2025-06,22.604887930127326,6708.0
ORD10597,2025-06-11,Customer_123,Delhi,Electronics,Monitor,5,29620,20,118480.0,17521.6,Credit Card,2025,6,June,2025-06,14.788656313301821,29620.0
ORD10758,2025-06-12,Customer_108,Kerala,Clothing,T-Shirt,1,1623,0,1623.0,337.13,Cash,2025,6,June,2025-06,20.77202711028959,0.0
ORD10796,2025-06-13,Customer_097,Tamil Nadu,Clothing,Jeans,4,2083,5,7915.4,1788.45,Debit Card,2025,6,June,2025-06,22.5945624984208,416.6
ORD10292,2025-06-13,Customer_163,Maharashtra,Clothing,Jacket,5,5491,5,26082.25,5035.43,Credit Card,2025,6,June,2025-06,19.30596478447987,1372.75
ORD10451,2025-06-14,Customer_177,Telangana,Furniture,Sofa,4,21139,0,84556.0,8941.44,Credit Card,2025,6,June,2025-06,10.574577794597664,0.0
ORD10747,2025-06-15,Customer_147,Delhi,Clothing,T-Shirt,2,1978,5,3758.2,500.11,Debit Card,2025,6,June,2025-06,13.307168325262095,197.8
ORD10738,2025-06-15,Customer_104,Karnataka,Electronics,Headphones,5,6672,5,31692.0,6261.75,Debit Card,2025,6,June,2025-06,19.758140855736464,1668.0
ORD10050,2025-06-15,Customer_112,Andhra Pradesh,Furniture,Desk,3,23053,5,65701.05,6891.66,UPI,2025,6,June,2025-06,10.489421401941064,3457.95
ORD10611,2025-06-16,Customer_181,Kerala,Electronics,Laptop,2,66281,10,119305.8,12383.69,Debit Card,2025,6,June,2025-06,10.379788744553911,13256.2
ORD10408,2025-06-16,Customer_124,Karnataka,Home & Kitchen,Cookware Set,3,4719,0,14157.0,1522.26,Cash,2025,6,June,2025-06,10.752701843610934,0.0
ORD10066,2025-06-17,Customer_137,Kerala,Furniture,Desk,4,15587,10,56113.2,4549.91,Cash,2025,6,June,2025-06,8.108448635971572,6234.8
ORD10426,2025-06-17,Customer_137,Karnataka,Electronics,Headphones,5,7980,10,35910.0,3797.25,Debit Card,2025,6,June,2025-06,10.574352548036758,3990.0
ORD10680,2025-06-17,Customer_018,Tamil Nadu,Furniture,Office Chair,2,17237,20,27579.2,5722.03,UPI,2025,6,June,2025-06,20.747628647676507,6894.8
ORD10332,2025-06-18,Customer_028,Telangana,Electronics,Mobile,1,48636,15,41340.6,5604.96,Cash,2025,6,June,2025-06,13.558003512285744,7295.4
ORD10200,2025-06-18,Customer_030,Tamil Nadu,Clothing,T-Shirt,2,993,5,1886.7,256.87,Net Banking,2025,6,June,2025-06,13.61477712407908,99.3
ORD10007,2025-06-18,Customer_074,Tamil Nadu,Electronics,Keyboard,5,3351,15,14241.75,3411.5,UPI,2025,6,June,2025-06,23.954219109308898,2513.25
ORD10411,2025-06-19,Customer_069,Kerala,Clothing,Jacket,3,2713,0,8139.0,1276.16,UPI,2025,6,June,2025-06,15.679567514436666,0.0
ORD10696,2025-06-20,Customer_123,Karnataka,Home & Kitchen,Mixer,1,7776,0,7776.0,904.96,Debit Card,2025,6,June,2025-06,11.637860082304528,0.0
ORD10495,2025-06-20,Customer_080,Kerala,Electronics,Keyboard,4,2951,5,11213.8,989.3,Net Banking,2025,6,June,2025-06,8.82216554602365,590.2
ORD10716,2025-06-22,Customer_007,Tamil Nadu,Home & Kitchen,Mixer,5,4510,0,22550.0,5176.53,UPI,2025,6,June,2025-06,22.955787139689576,0.0
ORD10846,2025-06-23,Customer_127,Andhra Pradesh,Electronics,Keyboard,1,3457,10,3111.3,430.9,Credit Card,2025,6,June,2025-06,13.849516279368752,345.7
ORD10986,2025-06-25,Customer_064,Maharashtra,Furniture,Desk,5,14792,15,62866.0,11928.25,Credit Card,2025,6,June,2025-06,18.974087742181784,11094.0
ORD10047,2025-06-25,Customer_186,Tamil Nadu,Home & Kitchen,Dinner Set,5,2930,10,13185.0,2015.17,Credit Card,2025,6,June,2025-06,15.2838073568449,1465.0
ORD10945,2025-06-25,Customer_091,Delhi,Electronics,Monitor,1,26313,0,26313.0,6369.81,Net Banking,2025,6,June,2025-06,24.20784403146734,0.0
ORD10287,2025-06-26,Customer_100,Karnataka,Electronics,Monitor,1,26740,5,25403.0,4768.93,UPI,2025,6,June,2025-06,18.773097665630047,1337.0
ORD10099,2025-06-26,Customer_096,Kerala,Furniture,Sofa,5,26101,0,130505.0,10808.52,Net Banking,2025,6,June,2025-06,8.28207348377457,0.0
ORD10936,2025-06-27,Customer_033,Maharashtra,Electronics,Monitor,4,9882,0,39528.0,6895.4,Cash,2025,6,June,2025-06,17.444343250354176,0.0
ORD10632,2025-06-27,Customer_004,Maharashtra,Home & Kitchen,Bottle,2,674,5,1280.6,231.72,UPI,2025,6,June,2025-06,18.094643136029987,67.4
ORD10334,2025-06-27,Customer_017,Telangana,Clothing,Backpack,1,1001,0,1001.0,148.61,Debit Card,2025,6,June,2025-06,14.846153846153848,0.0
ORD10606,2025-06-28,Customer_137,Delhi,Clothing,T-Shirt,3,693,10,1871.1,414.53,Debit Card,2025,6,June,2025-06,22.154347709903266,207.9
ORD10781,2025-06-28,Customer_176,Maharashtra,Electronics,Laptop,3,73172,15,186588.6,30805.49,UPI,2025,6,June,2025-06,16.509845724765608,32927.4
ORD10651,2025-06-28,Customer_100,Karnataka,Clothing,Backpack,5,2493,15,10595.25,1087.51,Net Banking,2025,6,June,2025-06,10.26412779311484,1869.75
