Order_ID,Order_Date,Customer,State,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales,Profit,Payment_Method
ORD10808,2025-05-06,Customer_017,Delhi,Electronics,Monitor,2,19343,0,38686.0,5616.34,Credit Card
ORD10509,2025-05-07,Customer_027,Andhra Pradesh,Home & Kitchen,Mixer,1,6230,0,6230.0,1139.25,UPI
ORD10481,2025-05-08,Customer_101,Kerala,Home & Kitchen,Air Fryer,2,5556,5,10556.4,2607.73,Credit Card
ORD10769,2025-05-08,Customer_068,Karnataka,Home & Kitchen,Dinner Set,2,3535,0,7070.0,946.53,Debit Card
ORD10107,2025-05-09,Customer_056,Karnataka,Furniture,Desk,2,10578,5,20098.2,2070.68,UPI
ORD10891,2025-05-09,Customer_132,Telangana,Clothing,Jacket,4,3852,10,13867.2,1931.72,Debit Card
ORD10238,2025-05-09,Customer_104,Tamil Nadu,Furniture,Sofa,5,36909,10,166090.5,19462.71,Net Banking
ORD10001,2025-05-10,Customer_012,Karnataka,Clothing,T-Shirt,2,1100,0,2200.0,386.26,UPI
ORD10146,2025-05-10,Customer_124,Andhra Pradesh,Clothing,T-Shirt,4,1201,5,4563.8,948.9,Cash
ORD10058,2025-05-10,Customer_008,Delhi,Electronics,Headphones,4,9004,5,34215.2,7647.65,UPI
ORD10034,2025-05-10,Customer_185,Maharashtra,Furniture,Office Chair,5,5612,0,28060.0,4641.48,Debit Card
ORD10096,2025-05-11,Customer_031,Karnataka,Furniture,Office Chair,2,11980,0,23960.0,2259.47,UPI
ORD10208,2025-05-12,Customer_166,Andhra Pradesh,Home & Kitchen,Dinner Set,1,4755,10,4279.5,909.47,UPI
ORD10416,2025-05-12,Customer_016,Delhi,Electronics,Laptop,2,53767,5,102157.3,15376.75,Debit Card
ORD10078,2025-05-12,Customer_154,Delhi,Home & Kitchen,Dinner Set,4,4348,5,16522.4,4103.45,Cash
ORD10746,2025-05-13,Customer_106,Andhra Pradesh,Furniture,Desk,2,15083,5,28657.7,4750.23,UPI
ORD10631,2025-05-13,Customer_069,Karnataka,Electronics,Laptop,3,60271,5,171772.35,24190.34,UPI
ORD10117,2025-05-14,Customer_141,Andhra Pradesh,Electronics,Keyboard,1,4630,20,3704.0,663.58,Debit Card
ORD10156,2025-05-14,Customer_019,Delhi,Furniture,Office Chair,4,9088,0,36352.0,7605.83,Cash
ORD10237,2025-05-15,Customer_199,Tamil Nadu,Furniture,Bookshelf,3,3771,5,10747.35,2224.74,Net Banking
ORD10628,2025-05-15,Customer_050,Tamil Nadu,Furniture,Office Chair,4,10242,15,34822.8,6747.52,UPI
ORD10667,2025-05-18,Customer_088,Tamil Nadu,Furniture,Table,4,12851,15,43693.4,8142.96,UPI
ORD10288,2025-05-19,Customer_139,Delhi,Electronics,Headphones,4,11366,0,45464.0,8223.91,Debit Card
ORD10301,2025-05-20,Customer_160,Kerala,Electronics,Headphones,5,7048,10,31716.0,4704.9,UPI
ORD10136,2025-05-20,Customer_100,Telangana,Electronics,Laptop,4,66125,10,238050.0,28121.84,Cash
ORD10630,2025-05-20,Customer_141,Andhra Pradesh,Clothing,T-Shirt,4,1589,20,5084.8,768.45,Debit Card
ORD10997,2025-05-20,Customer_181,Telangana,Electronics,Mobile,2,32313,5,61394.7,5361.42,Credit Card
ORD10688,2025-05-21,Customer_151,Kerala,Electronics,Monitor,5,20989,0,104945.0,18299.55,Credit Card
ORD10176,2025-05-23,Customer_111,Telangana,Furniture,Table,1,4285,10,3856.5,749.34,UPI
ORD10340,2025-05-23,Customer_194,Tamil Nadu,Home & Kitchen,Dinner Set,1,1209,5,1148.55,116.94,Net Banking
ORD10351,2025-05-24,Customer_159,Maharashtra,Home & Kitchen,Air Fryer,2,7421,15,12615.7,1619.5,Net Banking
ORD10112,2025-05-24,Customer_071,Tamil Nadu,Clothing,Jacket,4,3758,0,15032.0,1331.92,Cash
ORD10489,2025-05-25,Customer_011,Maharashtra,Electronics,Headphones,3,7626,10,20590.2,1838.21,UPI
ORD10452,2025-05-25,Customer_033,Andhra Pradesh,Furniture,Office Chair,2,11344,5,21553.6,3310.01,Cash
ORD10567,2025-05-26,Customer_011,Telangana,Furniture,Desk,3,7137,5,20340.45,3846.57,Debit Card
ORD10591,2025-05-26,Customer_059,Karnataka,Electronics,Monitor,4,21866,5,83090.8,17699.37,Net Banking
ORD10778,2025-05-27,Customer_003,Andhra Pradesh,Home & Kitchen,Air Fryer,4,10708,0,42832.0,10307.7,Debit Card
ORD10496,2025-05-27,Customer_007,Telangana,Clothing,Jeans,2,2437,10,4386.6,962.78,Debit Card
ORD10118,2025-05-28,Customer_003,Tamil Nadu,Furniture,Sofa,4,40215,15,136731.0,11201.2,Credit Card
ORD10841,2025-05-29,Customer_092,Delhi,Clothing,Jeans,4,1815,5,6897.0,564.32,UPI
ORD10189,2025-05-29,Customer_026,Kerala,Clothing,Jeans,2,2187,0,4374.0,1084.89,Credit Card
ORD10618,2025-05-30,Customer_025,Telangana,Home & Kitchen,Air Fryer,1,7426,0,7426.0,1446.79,Cash
ORD10415,2025-05-30,Customer_178,Kerala,Clothing,Jacket,3,4728,5,13474.8,3101.31,Credit Card
ORD10323,2025-05-31,Customer_149,Kerala,Home & Kitchen,Dinner Set,4,2136,5,8116.8,782.7,UPI
ORD10449,2025-05-31,Customer_014,Karnataka,Clothing,Jeans,5,3893,0,19465.0,2537.76,Net Banking
ORD10676,2025-06-01,Customer_168,Maharashtra,Electronics,Headphones,4,2228,0,8912.0,2062.34,Net Banking
ORD10068,2025-06-01,Customer_033,Telangana,Electronics,Monitor,4,9645,0,38580.0,9420.35,Cash
ORD10528,2025-06-02,Customer_121,Kerala,Furniture,Office Chair,5,5882,15,24998.5,4174.51,Credit Card
ORD10776,2025-06-03,Customer_030,Delhi,Electronics,Laptop,5,55293,0,276465.0,29011.73,UPI
ORD10003,2025-06-03,Customer_133,Telangana,Electronics,Laptop,2,58489,5,111129.1,10183.49,UPI
ORD10091,2025-06-03,Customer_130,Tamil Nadu,Home & Kitchen,Mixer,5,3598,5,17090.5,1832.76,Debit Card
ORD10090,2025-06-03,Customer_137,Maharashtra,Furniture,Sofa,2,20433,10,36779.4,5550.85,UPI
ORD10187,2025-06-03,Customer_197,Delhi,Furniture,Office Chair,2,10827,0,21654.0,5386.19,UPI
ORD10843,2025-06-04,Customer_034,Maharashtra,Electronics,Mobile,1,40572,0,40572.0,9975.94,Debit Card
ORD10171,2025-06-04,Customer_167,Kerala,Home & Kitchen,Cookware Set,5,5993,5,28466.75,6611.89,Net Banking
ORD10086,2025-06-04,Customer_141,Karnataka,Clothing,Jeans,5,2915,0,14575.0,2709.03,UPI
ORD10515,2025-06-05,Customer_181,Delhi,Furniture,Desk,2,7708,0,15416.0,2817.14,Credit Card
ORD10077,2025-06-06,Customer_137,Maharashtra,Home & Kitchen,Dinner Set,2,1985,0,3970.0,497.08,Debit Card
ORD10115,2025-06-06,Customer_055,Karnataka,Clothing,T-Shirt,5,623,0,3115.0,457.26,Credit Card
ORD10609,2025-06-07,Customer_108,Telangana,Home & Kitchen,Air Fryer,4,7606,0,30424.0,2742.27,UPI
ORD10619,2025-06-08,Customer_021,Andhra Pradesh,Clothing,Jeans,1,2109,10,1898.1,279.63,Net Banking
ORD10873,2025-06-08,Customer_195,Delhi,Furniture,Office Chair,5,13652,0,68260.0,16144.69,Net Banking
ORD10293,2025-06-10,Customer_143,Telangana,Electronics,Mobile,5,20210,0,101050.0,17645.18,Credit Card
ORD10126,2025-06-10,Customer_188,Kerala,Home & Kitchen,Cookware Set,2,2836,10,5104.8,647.24,UPI
ORD10723,2025-06-11,Customer_053,Karnataka,Home & Kitchen,Air Fryer,4,11180,15,38012.0,8592.57,UPI
ORD10597,2025-06-11,Customer_123,Delhi,Electronics,Monitor,5,29620,20,118480.0,17521.6,Credit Card
ORD10758,2025-06-12,Customer_108,Kerala,Clothing,T-Shirt,1,1623,0,1623.0,337.13,Cash
ORD10796,2025-06-13,Customer_097,Tamil Nadu,Clothing,Jeans,4,2083,5,7915.4,1788.45,Debit Card
ORD10292,2025-06-13,Customer_163,Maharashtra,Clothing,Jacket,5,5491,5,26082.25,5035.43,Credit Card
ORD10451,2025-06-14,Customer_177,Telangana,Furniture,Sofa,4,21139,0,84556.0,8941.44,Credit Card
ORD10747,2025-06-15,Customer_147,Delhi,Clothing,T-Shirt,2,1978,5,3758.2,500.11,Debit Card
ORD10738,2025-06-15,Customer_104,Karnataka,Electronics,Headphones,5,6672,5,31692.0,6261.75,Debit Card
ORD10050,2025-06-15,Customer_112,Andhra Pradesh,Furniture,Desk,3,23053,5,65701.05,6891.66,UPI
ORD10611,2025-06-16,Customer_181,Kerala,Electronics,Laptop,2,66281,10,119305.8,12383.69,Debit Card
ORD10408,2025-06-16,Customer_124,Karnataka,Home & Kitchen,Cookware Set,3,4719,0,14157.0,1522.26,Cash
ORD10066,2025-06-17,Customer_137,Kerala,Furniture,Desk,4,15587,10,56113.2,4549.91,Cash
ORD10426,2025-06-17,Customer_137,Karnataka,Electronics,Headphones,5,7980,10,35910.0,3797.25,Debit Card
ORD10680,2025-06-17,Customer_018,Tamil Nadu,Furniture,Office Chair,2,17237,20,27579.2,5722.03,UPI
ORD10332,2025-06-18,Customer_028,Telangana,Electronics,Mobile,1,48636,15,41340.6,5604.96,Cash
ORD10200,2025-06-18,Customer_030,Tamil Nadu,Clothing,T-Shirt,2,993,5,1886.7,256.87,Net Banking
ORD10007,2025-06-18,Customer_074,Tamil Nadu,Electronics,Keyboard,5,3351,15,14241.75,3411.5,UPI
ORD10411,2025-06-19,Customer_069,Kerala,Clothing,Jacket,3,2713,0,8139.0,1276.16,UPI
ORD10696,2025-06-20,Customer_123,Karnataka,Home & Kitchen,Mixer,1,7776,0,7776.0,904.96,Debit Card
ORD10495,2025-06-20,Customer_080,Kerala,Electronics,Keyboard,4,2951,5,11213.8,989.3,Net Banking
ORD10716,2025-06-22,Customer_007,Tamil Nadu,Home & Kitchen,Mixer,5,4510,0,22550.0,5176.53,UPI
ORD10846,2025-06-23,Customer_127,Andhra Pradesh,Electronics,Keyboard,1,3457,10,3111.3,430.9,Credit Card
ORD10986,2025-06-25,Customer_064,Maharashtra,Furniture,Desk,5,14792,15,62866.0,11928.25,Credit Card
ORD10047,2025-06-25,Customer_186,Tamil Nadu,Home & Kitchen,Dinner Set,5,2930,10,13185.0,2015.17,Credit Card
ORD10945,2025-06-25,Customer_091,Delhi,Electronics,Monitor,1,26313,0,26313.0,6369.81,Net Banking
ORD10287,2025-06-26,Customer_100,Karnataka,Electronics,Monitor,1,26740,5,25403.0,4768.93,UPI
ORD10099,2025-06-26,Customer_096,Kerala,Furniture,Sofa,5,26101,0,130505.0,10808.52,Net Banking
ORD10936,2025-06-27,Customer_033,Maharashtra,Electronics,Monitor,4,9882,0,39528.0,6895.4,Cash
ORD10632,2025-06-27,Customer_004,Maharashtra,Home & Kitchen,Bottle,2,674,5,1280.6,231.72,UPI
ORD10334,2025-06-27,Customer_017,Telangana,Clothing,Backpack,1,1001,0,1001.0,148.61,Debit Card
ORD10606,2025-06-28,Customer_137,Delhi,Clothing,T-Shirt,3,693,10,1871.1,414.53,Debit Card
ORD10781,2025-06-28,Customer_176,Maharashtra,Electronics,Laptop,3,73172,15,186588.6,30805.49,UPI
ORD10651,2025-06-28,Customer_100,Karnataka,Clothing,Backpack,5,2493,15,10595.25,1087.51,Net Banking
ORD10268,2025-06-29,Customer_121,Andhra Pradesh,Home & Kitchen,Mixer,5,2840,0,14200.0,2586.6,UPI
ORD10162,2025-06-29,Customer_040,Telangana,Electronics,Mobile,5,36264,10,163188.0,31911.17,UPI
ORD10264,2025-06-29,Customer_116,Andhra Pradesh,Electronics,Laptop,2,74075,10,133335.0,23449.14,UPI
ORD10015,2025-06-29,Customer_161,Karnataka,Home & Kitchen,Mixer,2,7500,0,15000.0,2760.17,Net Banking
ORD10693,2025-06-29,Customer_093,Maharashtra,Electronics,Monitor,2,11437,0,22874.0,2171.29,UPI
ORD10764,2025-06-30,Customer_080,Karnataka,Furniture,Desk,1,24135,5,22928.25,3156.55,Credit Card
ORD10969,2025-06-30,Customer_119,Tamil Nadu,Furniture,Desk,5,24753,5,117576.75,28090.88,Net Banking
ORD10965,2025-06-30,Customer_062,Tamil Nadu,Clothing,Backpack,2,3018,5,5734.2,1291.17,Debit Card
ORD10374,2025-06-30,Customer_085,Andhra Pradesh,Home & Kitchen,Mixer,1,6000,5,5700.0,754.23,UPI
ORD10384,2025-07-01,Customer_026,Telangana,Electronics,Headphones,3,3242,5,9239.7,1841.43,UPI
ORD10309,2025-07-01,Customer_026,Karnataka,Home & Kitchen,Air Fryer,5,10574,10,47583.0,3910.97,Net Banking
ORD10780,2025-07-01,Customer_105,Maharashtra,Clothing,Backpack,3,2900,0,8700.0,1186.46,Cash
ORD10148,2025-07-02,Customer_008,Delhi,Clothing,T-Shirt,4,1095,0,4380.0,717.14,UPI
ORD10721,2025-07-03,Customer_190,Telangana,Furniture,Sofa,3,27180,10,73386.0,8623.64,UPI
ORD10533,2025-07-03,Customer_122,Tamil Nadu,Electronics,Headphones,3,9125,10,24637.5,4089.05,UPI
ORD10290,2025-07-05,Customer_174,Telangana,Home & Kitchen,Dinner Set,3,4628,10,12495.6,2547.76,Debit Card
ORD10772,2025-07-06,Customer_123,Maharashtra,Electronics,Keyboard,4,2348,10,8452.8,1110.86,UPI
ORD10031,2025-07-06,Customer_093,Maharashtra,Electronics,Monitor,4,28584,0,114336.0,26238.53,Debit Card
ORD10980,2025-07-07,Customer_155,Maharashtra,Furniture,Sofa,4,16196,5,61544.8,12155.83,UPI
ORD10953,2025-07-07,Customer_054,Delhi,Electronics,Laptop,3,68360,5,194826.0,36614.46,Credit Card
ORD10812,2025-07-07,Customer_042,Karnataka,Clothing,Jacket,4,5666,10,20397.6,2287.86,Debit Card
ORD10325,2025-07-07,Customer_149,Kerala,Furniture,Bookshelf,4,3331,0,13324.0,3302.32,Cash
ORD10814,2025-07-08,Customer_137,Tamil Nadu,Home & Kitchen,Dinner Set,1,3222,5,3060.9,510.83,UPI
ORD10352,2025-07-08,Customer_161,Telangana,Electronics,Monitor,3,15439,0,46317.0,7193.76,Net Banking
ORD10106,2025-07-08,Customer_074,Delhi,Furniture,Table,4,5089,10,18320.4,4501.27,Credit Card
ORD10766,2025-07-08,Customer_104,Karnataka,Clothing,Jacket,1,2739,5,2602.05,423.22,Debit Card
ORD10025,2025-07-10,Customer_143,Maharashtra,Home & Kitchen,Mixer,1,2782,20,2225.6,246.82,Credit Card
ORD10157,2025-07-11,Customer_005,Tamil Nadu,Clothing,Jacket,2,5978,10,10760.4,1142.36,Net Banking
ORD10177,2025-07-11,Customer_016,Karnataka,Clothing,Shoes,2,1764,0,3528.0,777.68,Credit Card
ORD10521,2025-07-12,Customer_055,Karnataka,Home & Kitchen,Cookware Set,4,3010,0,12040.0,1867.55,Net Banking
ORD10484,2025-07-12,Customer_153,Kerala,Furniture,Table,2,4358,10,7844.4,1001.39,Cash
ORD10289,2025-07-13,Customer_058,Delhi,Electronics,Headphones,3,4629,10,12498.3,1034.38,Net Banking
ORD10616,2025-07-13,Customer_075,Delhi,Clothing,Shoes,1,2881,10,2592.9,646.69,Debit Card
ORD10562,2025-07-15,Customer_158,Tamil Nadu,Clothing,T-Shirt,4,1846,0,7384.0,1070.41,Cash
ORD10564,2025-07-15,Customer_092,Maharashtra,Clothing,Backpack,5,1836,5,8721.0,811.48,Cash
ORD10640,2025-07-15,Customer_149,Telangana,Home & Kitchen,Bottle,4,1336,5,5076.8,427.89,Credit Card
ORD10366,2025-07-16,Customer_002,Maharashtra,Clothing,Jacket,3,3231,0,9693.0,1672.42,Credit Card
ORD10209,2025-07-16,Customer_130,Karnataka,Furniture,Office Chair,1,12156,20,9724.8,804.77,Debit Card
ORD10535,2025-07-17,Customer_059,Maharashtra,Clothing,Jeans,3,1598,5,4554.3,419.43,Net Banking
ORD10419,2025-07-18,Customer_109,Andhra Pradesh,Home & Kitchen,Mixer,1,6199,0,6199.0,961.75,Credit Card
ORD10037,2025-07-18,Customer_075,Karnataka,Home & Kitchen,Air Fryer,3,7690,0,23070.0,2710.17,Debit Card
ORD10849,2025-07-18,Customer_175,Karnataka,Clothing,Jacket,2,3041,0,6082.0,1396.34,Debit Card
ORD10125,2025-07-18,Customer_043,Andhra Pradesh,Electronics,Headphones,5,6925,0,34625.0,5973.29,Net Banking
ORD10378,2025-07-19,Customer_038,Karnataka,Electronics,Monitor,2,19213,0,38426.0,6883.33,Credit Card
ORD10604,2025-07-19,Customer_142,Maharashtra,Furniture,Office Chair,4,13448,5,51102.4,7737.0,Net Banking
ORD10852,2025-07-19,Customer_118,Tamil Nadu,Furniture,Office Chair,5,13584,20,54336.0,5625.04,Net Banking
ORD10114,2025-07-19,Customer_118,Delhi,Furniture,Bookshelf,3,9344,0,28032.0,4977.68,Debit Card
ORD10539,2025-07-20,Customer_142,Kerala,Electronics,Headphones,2,3808,15,6473.6,1131.83,Cash
ORD10790,2025-07-22,Customer_002,Tamil Nadu,Clothing,Jacket,2,2186,20,3497.6,475.32,Net Banking
ORD10321,2025-07-23,Customer_038,Tamil Nadu,Home & Kitchen,Mixer,4,3435,0,13740.0,1321.02,Cash
ORD10901,2025-07-23,Customer_052,Maharashtra,Electronics,Headphones,1,8557,5,8129.15,704.17,Debit Card
ORD10561,2025-07-23,Customer_086,Andhra Pradesh,Home & Kitchen,Dinner Set,4,4646,20,14867.2,1549.68,Net Banking
ORD10615,2025-07-23,Customer_156,Karnataka,Furniture,Table,1,6014,0,6014.0,1012.36,Cash
ORD10084,2025-07-24,Customer_025,Maharashtra,Home & Kitchen,Cookware Set,3,2480,5,7068.0,1693.14,Cash
ORD10141,2025-07-24,Customer_022,Delhi,Home & Kitchen,Cookware Set,5,4097,5,19460.75,3045.8,Credit Card
ORD10459,2025-07-25,Customer_142,Telangana,Clothing,Jeans,1,3356,5,3188.2,298.52,UPI
ORD10925,2025-07-26,Customer_172,Karnataka,Electronics,Laptop,5,70851,15,301116.75,44743.47,Net Banking
ORD10448,2025-07-26,Customer_151,Kerala,Furniture,Bookshelf,1,11315,20,9052.0,1334.02,Net Banking
ORD10403,2025-07-26,Customer_103,Delhi,Clothing,Jeans,4,1206,10,4341.6,1062.76,Credit Card
ORD10839,2025-07-27,Customer_054,Maharashtra,Home & Kitchen,Air Fryer,4,9575,5,36385.0,5342.44,Cash
ORD10022,2025-07-28,Customer_125,Kerala,Electronics,Laptop,2,51530,0,103060.0,19775.89,UPI
ORD10573,2025-07-28,Customer_140,Andhra Pradesh,Electronics,Keyboard,2,4706,0,9412.0,1036.3,Credit Card
ORD10907,2025-07-28,Customer_058,Telangana,Furniture,Desk,2,17486,10,31474.8,5240.93,Credit Card
ORD10807,2025-07-29,Customer_197,Telangana,Home & Kitchen,Dinner Set,4,3512,0,14048.0,3151.62,UPI
ORD10296,2025-07-29,Customer_042,Maharashtra,Home & Kitchen,Dinner Set,5,3036,5,14421.0,1385.15,UPI
ORD10569,2025-07-29,Customer_177,Kerala,Clothing,Jacket,4,5917,5,22484.6,3670.37,Cash
ORD10993,2025-07-30,Customer_120,Maharashtra,Furniture,Table,1,11778,10,10600.2,1341.75,Cash
ORD10543,2025-07-30,Customer_109,Kerala,Clothing,Jeans,1,2914,10,2622.6,229.45,UPI
ORD10580,2025-07-30,Customer_114,Kerala,Furniture,Sofa,1,26944,5,25596.8,3078.71,Debit Card
ORD10906,2025-07-31,Customer_184,Andhra Pradesh,Furniture,Sofa,2,16932,0,33864.0,6598.39,Net Banking
ORD10224,2025-07-31,Customer_186,Delhi,Home & Kitchen,Bottle,5,858,10,3861.0,521.76,Cash
ORD10275,2025-08-01,Customer_063,Maharashtra,Electronics,Laptop,4,50463,0,201852.0,34179.59,UPI
ORD10438,2025-08-02,Customer_049,Karnataka,Home & Kitchen,Air Fryer,4,5841,5,22195.8,3859.9,Debit Card
ORD10658,2025-08-02,Customer_081,Andhra Pradesh,Clothing,Shoes,3,3884,15,9904.2,1627.86,Net Banking
ORD10739,2025-08-02,Customer_067,Maharashtra,Electronics,Headphones,1,2378,0,2378.0,580.61,Credit Card
ORD10206,2025-08-02,Customer_176,Maharashtra,Electronics,Monitor,1,21132,0,21132.0,4648.12,Cash
ORD10390,2025-08-03,Customer_005,Delhi,Electronics,Headphones,5,3070,0,15350.0,1376.43,Net Banking
ORD10937,2025-08-03,Customer_020,Maharashtra,Furniture,Sofa,1,40372,15,34316.2,4445.02,Debit Card
ORD10420,2025-08-03,Customer_039,Telangana,Furniture,Office Chair,3,14655,5,41766.75,7944.02,Cash
ORD10040,2025-08-03,Customer_114,Andhra Pradesh,Clothing,Shoes,5,4513,5,21436.75,5054.6,Cash
ORD10236,2025-08-04,Customer_176,Delhi,Home & Kitchen,Bottle,1,647,0,647.0,120.54,Credit Card
ORD10881,2025-08-04,Customer_190,Tamil Nadu,Electronics,Keyboard,4,3973,0,15892.0,3551.22,UPI
ORD10914,2025-08-04,Customer_055,Tamil Nadu,Furniture,Sofa,3,39272,0,117816.0,19103.8,Credit Card
ORD10626,2025-08-05,Customer_188,Delhi,Furniture,Office Chair,2,16836,10,30304.8,3497.59,UPI
ORD10847,2025-08-05,Customer_017,Tamil Nadu,Furniture,Desk,4,7102,0,28408.0,4786.53,Net Banking
ORD10825,2025-08-06,Customer_183,Tamil Nadu,Home & Kitchen,Mixer,1,3219,0,3219.0,738.69,Cash
ORD10291,2025-08-06,Customer_029,Tamil Nadu,Electronics,Monitor,4,20431,10,73551.6,9929.48,Cash
ORD10348,2025-08-07,Customer_099,Karnataka,Home & Kitchen,Bottle,4,928,5,3526.4,653.3,UPI
ORD10506,2025-08-07,Customer_032,Karnataka,Electronics,Keyboard,4,3460,15,11764.0,1769.35,Cash
ORD10883,2025-08-08,Customer_164,Kerala,Clothing,Jacket,4,3523,5,13387.4,1452.91,Debit Card
ORD10884,2025-08-09,Customer_039,Tamil Nadu,Home & Kitchen,Air Fryer,4,5592,0,22368.0,2247.13,Net Banking
ORD10500,2025-08-09,Customer_012,Maharashtra,Home & Kitchen,Bottle,1,1086,0,1086.0,234.54,Debit Card
ORD10383,2025-08-09,Customer_160,Karnataka,Home & Kitchen,Dinner Set,1,2474,0,2474.0,277.8,Net Banking
ORD10344,2025-08-09,Customer_137,Tamil Nadu,Furniture,Desk,4,23154,0,92616.0,19272.49,Credit Card
ORD10775,2025-08-12,Customer_083,Karnataka,Furniture,Bookshelf,2,7213,0,14426.0,3029.33,UPI
ORD10755,2025-08-13,Customer_025,Delhi,Furniture,Bookshelf,2,6237,5,11850.3,2526.2,Cash
ORD10876,2025-08-13,Customer_138,Telangana,Clothing,Jeans,4,3194,20,10220.8,1172.54,UPI
ORD10397,2025-08-14,Customer_115,Andhra Pradesh,Home & Kitchen,Dinner Set,1,5000,10,4500.0,707.45,Debit Card
ORD10279,2025-08-14,Customer_041,Maharashtra,Electronics,Monitor,4,20834,10,75002.4,14624.07,UPI
ORD10368,2025-08-14,Customer_101,Tamil Nadu,Furniture,Sofa,3,49587,0,148761.0,28029.79,Credit Card
ORD10020,2025-08-14,Customer_185,Kerala,Clothing,Backpack,4,3233,5,12285.4,1845.75,Cash
ORD10702,2025-08-15,Customer_200,Delhi,Home & Kitchen,Mixer,2,7023,0,14046.0,2720.84,Debit Card
ORD10526,2025-08-15,Customer_175,Telangana,Clothing,Backpack,5,1843,0,9215.0,817.33,UPI
ORD10278,2025-08-17,Customer_077,Telangana,Furniture,Bookshelf,2,5866,10,10558.8,2266.68,Cash
ORD10995,2025-08-17,Customer_166,Tamil Nadu,Home & Kitchen,Dinner Set,4,4430,0,17720.0,4290.32,Cash
ORD10057,2025-08-17,Customer_037,Maharashtra,Home & Kitchen,Dinner Set,1,4866,5,4622.7,567.2,Cash
ORD10827,2025-08-18,Customer_152,Maharashtra,Clothing,Jeans,4,3620,0,14480.0,1435.55,Debit Card
ORD10813,2025-08-18,Customer_098,Karnataka,Electronics,Headphones,3,6818,15,17385.9,3520.04,Net Banking
ORD10475,2025-08-19,Customer_189,Karnataka,Clothing,Jacket,5,4980,0,24900.0,5953.82,Cash
ORD10668,2025-08-19,Customer_006,Karnataka,Home & Kitchen,Cookware Set,1,1659,15,1410.15,244.79,Cash
ORD10273,2025-08-20,Customer_091,Karnataka,Home & Kitchen,Dinner Set,2,3280,0,6560.0,1321.85,UPI
ORD10269,2025-08-20,Customer_094,Tamil Nadu,Clothing,Backpack,2,2768,15,4705.6,649.2,UPI
ORD10121,2025-08-21,Customer_126,Andhra Pradesh,Home & Kitchen,Air Fryer,3,10659,5,30378.15,2638.16,Cash
ORD10617,2025-08-23,Customer_039,Tamil Nadu,Electronics,Keyboard,1,1898,5,1803.1,185.7,UPI
ORD10829,2025-08-24,Customer_022,Karnataka,Clothing,Jacket,3,2772,0,8316.0,1918.37,UPI
ORD10232,2025-08-24,Customer_142,Andhra Pradesh,Home & Kitchen,Dinner Set,3,1178,0,3534.0,744.47,Debit Card
ORD10529,2025-08-25,Customer_142,Telangana,Furniture,Bookshelf,3,7761,10,20954.7,3398.01,Debit Card
ORD10522,2025-08-25,Customer_001,Maharashtra,Clothing,Jacket,4,2275,0,9100.0,980.73,Cash
ORD10725,2025-08-25,Customer_108,Kerala,Electronics,Headphones,5,10120,5,48070.0,9360.76,Credit Card
ORD10346,2025-08-25,Customer_011,Karnataka,Clothing,Jacket,3,4301,20,10322.4,1703.12,Credit Card
ORD10347,2025-08-25,Customer_069,Karnataka,Clothing,Jacket,4,4514,0,18056.0,3685.99,Debit Card
ORD10511,2025-08-26,Customer_153,Karnataka,Electronics,Headphones,5,7207,5,34233.25,6379.73,Net Banking
ORD10155,2025-08-26,Customer_025,Maharashtra,Electronics,Laptop,5,63351,10,285079.5,61840.44,UPI
ORD10987,2025-08-26,Customer_123,Delhi,Home & Kitchen,Bottle,1,904,5,858.8,91.45,Credit Card
ORD10198,2025-08-26,Customer_018,Andhra Pradesh,Home & Kitchen,Air Fryer,2,6315,10,11367.0,1703.94,UPI
ORD10745,2025-08-27,Customer_034,Karnataka,Clothing,T-Shirt,5,1372,0,6860.0,789.99,UPI
ORD10424,2025-08-27,Customer_047,Delhi,Clothing,Shoes,2,3400,0,6800.0,1293.97,Credit Card
ORD10691,2025-08-29,Customer_163,Karnataka,Furniture,Desk,2,20087,5,38165.3,7046.14,Credit Card
ORD10249,2025-08-30,Customer_013,Tamil Nadu,Electronics,Monitor,5,15716,10,70722.0,11252.38,Cash
ORD10924,2025-08-31,Customer_152,Telangana,Clothing,Jacket,2,3690,5,7011.0,569.2,Debit Card
ORD10981,2025-08-31,Customer_136,Delhi,Home & Kitchen,Mixer,4,6605,5,25099.0,2722.9,Credit Card
ORD10242,2025-09-03,Customer_138,Kerala,Clothing,Shoes,5,1693,5,8041.75,1804.62,Debit Card
ORD10164,2025-09-03,Customer_027,Delhi,Home & Kitchen,Cookware Set,5,3720,5,17670.0,1517.75,Credit Card
ORD10446,2025-09-03,Customer_016,Karnataka,Clothing,Jeans,4,3372,5,12813.6,2257.69,Net Banking
ORD10422,2025-09-04,Customer_174,Karnataka,Furniture,Bookshelf,4,4054,10,14594.4,3186.44,Credit Card
ORD10087,2025-09-04,Customer_044,Tamil Nadu,Furniture,Bookshelf,4,9450,5,35910.0,4232.17,Debit Card
ORD10253,2025-09-05,Customer_035,Tamil Nadu,Home & Kitchen,Cookware Set,1,5957,5,5659.15,479.53,Credit Card
ORD10855,2025-09-05,Customer_188,Karnataka,Clothing,Backpack,5,2647,10,11911.5,1101.48,Net Banking
ORD10879,2025-09-06,Customer_177,Tamil Nadu,Electronics,Mobile,1,44430,20,35544.0,2844.89,Net Banking
